Age,Gender,Education Level,Job Title,Years of Experience,Salary
28,0,1,87,2,36000
44,0,3,52,15,152000
38,1,1,103,11,119000
30,0,2,83,1,26000
45,1,4,20,19,190000
31,1,1,176,6,85000
41,0,3,95,13,131000
34,1,1,103,8,101000
30,0,3,50,3,49000
44,1,4,20,18,182000
35,0,1,52,8,92000
26,1,2,83,1,26000
37,0,3,97,12,125000
29,1,1,177,4,71000
51,1,4,20,24,240000
28,0,1,87,2,36000
44,0,3,52,15,152000
38,1,1,103,11,119000
30,0,2,83,1,26000
45,1,4,20,19,190000
31,1,1,176,6,85000
41,0,3,95,13,131000
34,1,1,103,8,101000
30,0,3,50,3,49000
44,1,4,20,18,182000
35,0,1,52,8,92000
26,1,2,83,1,26000
37,0,3,97,12,125000
29,1,1,177,4,71000
51,1,4,20,24,240000
28,0,1,87,2,36000
44,0,3,52,15,152000
38,1,1,103,11,119000
30,0,2,83,1,26000
45,1,4,20,19,190000
31,1,1,176,6,85000
41,0,3,95,13,131000
34,1,1,103,8,101000
30,0,3,50,3,49000
44,1,4,20,18,182000
35,0,1,52,8,92000
26,1,2,83,1,26000
37,0,3,97,12,125000
29,1,1,177,4,71000
51,1,4,20,24,240000
28,0,1,87,2,36000
44,0,3,52,15,152000
38,1,1,103,11,119000
30,0,2,83,1,26000
45,1,4,20,19,190000
31,1,1,176,6,85000
41,0,3,95,13,131000
34,1,1,103,8,101000
30,0,3,50,3,49000
44,1,4,20,18,182000
35,0,1,52,8,92000
26,1,2,83,1,26000
37,0,3,97,12,125000
29,1,1,177,4,71000
51,1,4,20,24,240000
28,0,1,87,2,36000
44,0,3,52,15,152000
38,1,1,103,11,119000
30,0,2,83,1,26000
45,1,4,20,19,190000
31,1,1,176,6,85000
41,0,3,95,13,131000
34,1,1,103,8,101000
30,0,3,50,3,49000
44,1,4,20,18,182000
35,0,1,52,8,92000
26,1,2,83,1,26000
37,0,3,97,12,125000
29,1,1,177,4,71000
51,1,4,20,24,240000
28,0,1,87,2,36000
44,0,3,52,15,152000
38,1,1,103,11,119000
30,0,2,83,1,26000
45,1,4,20,19,190000
31,1,1,176,6,85000
41,0,3,95,13,131000
34,1,1,103,8,101000
30,0,3,50,3,49000
44,1,4,20,18,182000
35,0,1,52,8,92000
26,1,2,83,1,26000
37,0,3,97,12,125000
29,1,1,177,4,71000
51,1,4,20,24,240000
28,0,1,87,2,36000
44,0,3,52,15,152000
38,1,1,103,11,119000
30,0,2,83,1,26000
45,1,4,20,19,190000
31,1,1,176,6,85000
41,0,3,95,13,131000
27,1,1,176,3,62000
42,0,3,97,16,137000
35,1,4,20,9,112000
29,0,1,50,2,45000
33,1,2,83,1,25000
36,0,1,103,7,91000
43,1,4,20,17,179000
31,0,1,177,5,74000
49,1,3,97,23,228000
28,0,1,87,2,37000
45,0,4,20,19,193000
38,1,1,103,11,119000
30,0,2,83,1,25000
45,1,3,97,20,204000
27,0,1,176,3,61000
41,1,4,20,15,157000
35,0,3,52,8,92000
26,1,1,177,1,52000
30,0,1,95,4,58000
48,1,4,20,22,219000
32,0,3,97,6,77000
34,1,1,103,8,104000
31,0,2,83,1,25000
45,1,3,97,20,204000
28,0,1,87,2,37000
44,0,4,20,18,183000
38,1,1,103,11,119000
30,0,2,83,1,25000
45,1,3,97,20,204000
27,0,1,176,3,61000
41,1,4,20,15,157000
35,0,3,52,8,92000
26,1,1,177,1,52000
30,0,1,95,4,58000
48,1,4,20,22,219000
32,0,3,97,6,77000
34,1,1,103,8,104000
31,0,2,83,1,25000
45,1,3,97,20,204000
28,0,1,87,2,37000
44,0,4,20,18,183000
38,1,1,103,11,119000
30,0,2,83,1,25000
45,1,3,97,20,204000
27,0,1,176,3,61000
41,1,4,20,15,157000
35,0,3,52,8,92000
26,1,1,177,1,52000
30,0,1,95,4,58000
48,1,4,20,22,219000
32,0,3,97,6,77000
34,1,1,103,8,104000
31,0,2,83,1,25000
45,1,3,97,20,204000
28,0,1,87,2,37000
44,0,4,20,18,183000
38,1,1,103,11,119000
30,0,2,83,1,25000
45,1,3,97,20,204000
27,0,1,176,3,61000
41,1,4,20,15,157000
35,0,3,52,8,92000
26,1,1,177,1,52000
30,0,1,95,4,58000
48,1,4,20,22,219000
32,0,3,97,6,77000
34,1,1,103,8,104000
31,0,2,83,1,25000
45,1,3,97,20,204000
28,0,1,87,2,37000
44,0,4,20,18,183000
38,1,1,103,11,119000
30,0,2,83,1,25000
45,1,3,97,20,204000
27,0,1,176,3,61000
41,1,4,20,15,157000
35,0,3,52,8,92000
26,1,1,177,1,52000
30,0,1,95,4,58000
48,1,4,20,22,219000
32,0,3,97,6,77000
34,1,1,103,8,104000
31,0,2,83,1,25000
45,1,3,97,20,204000
28,0,1,87,2,37000
44,0,4,20,18,183000
38,1,1,103,11,119000
30,0,2,83,1,25000
45,1,3,97,20,204000
27,0,1,176,3,61000
41,1,4,20,15,157000
35,0,3,52,8,92000
26,1,1,177,1,52000
30,0,1,95,4,58000
48,1,4,20,22,219000
32,0,3,97,6,77000
34,1,1,103,8,104000
31,0,2,83,1,25000
45,1,3,97,20,204000
28,0,1,87,2,37000
44,0,4,20,18,183000
38,1,1,103,11,119000
30,0,2,83,1,25000
45,1,3,97,20,204000
27,0,1,176,3,61000
41,1,4,20,15,157000
35,0,3,52,8,92000
26,1,1,177,1,52000
30,0,1,95,4,58000
48,1,4,20,22,219000
32,0,3,97,6,77000
34,1,1,103,8,104000
31,0,2,83,1,25000
45,1,3,97,20,204000
28,0,1,87,2,37000
44,0,4,20,18,183000
38,1,1,103,11,119000
30,0,2,83,1,25000
45,1,3,97,20,204000
27,0,1,176,3,61000
41,1,4,20,15,157000
35,0,3,52,8,92000
26,1,1,177,1,52000
30,0,1,95,4,58000
48,1,4,20,22,219000
32,0,3,97,6,77000
31,0,3,31,6,95000
28,1,1,91,2,45000
29,0,3,136,4,70000
35,1,4,140,10,110000
26,0,2,192,1,35000
32,1,1,71,5,60000
27,0,3,192,2,50000
39,1,3,31,12,120000
23,0,1,71,1,32000
30,1,1,192,4,65000
26,0,1,70,1,35000
42,1,4,140,14,130000
34,0,3,31,9,95000
28,1,2,93,2,43000
31,0,1,70,4,50000
29,1,1,192,3,60000
35,0,3,136,8,80000
26,1,3,91,2,48000
40,0,4,31,13,125000
34,1,1,192,7,85000
26,0,1,71,2,42000
29,1,3,136,4,70000
25,0,2,92,1,32000
33,1,3,192,6,80000
27,0,1,71,2,42000
31,1,4,140,7,90000
29,0,3,192,4,65000
24,1,1,91,1,40000
42,0,3,136,12,110000
34,1,3,31,10,105000
28,0,1,71,3,50000
33,1,4,31,8,95000
29,0,1,192,3,60000
25,1,2,71,2,40000
26,0,3,136,2,55000
30,1,1,192,5,70000
24,0,2,92,1,32000
31,1,3,31,7,90000
27,0,1,192,2,50000
35,1,4,140,10,110000
26,0,1,71,1,32000
32,1,3,192,6,80000
29,0,3,136,4,70000
25,1,2,192,2,45000
33,0,1,71,7,65000
27,1,3,192,2,50000
28,0,1,70,3,45000
34,1,4,31,9,95000
30,0,1,192,4,65000
26,1,1,70,2,38000
42,0,3,140,13,125000
34,1,3,192,8,90000
28,0,2,93,2,43000
31,1,1,71,5,60000
29,0,3,192,3,60000
35,1,4,140,10,110000
26,0,1,192,1,35000
32,1,3,31,6,95000
27,0,3,71,2,42000
39,1,3,136,11,100000
23,0,1,70,1,32000
30,1,1,192,4,65000
26,0,1,71,2,42000
42,1,4,31,14,130000
34,0,3,31,9,95000
28,1,2,91,2,43000
31,0,1,70,4,50000
29,1,1,192,3,60000
35,0,3,136,8,80000
26,1,3,91,2,48000
40,0,4,31,13,125000
34,1,1,192,7,85000
26,0,1,71,2,42000
29,1,3,136,4,70000
25,0,2,70,1,32000
33,1,3,192,6,80000
27,0,1,71,2,42000
31,1,4,140,7,90000
29,0,3,192,4,65000
24,1,1,91,1,40000
42,0,3,136,12,110000
34,1,3,31,10,105000
28,0,1,71,3,50000
33,1,4,31,8,95000
29,0,1,192,3,60000
25,1,2,71,2,40000
26,0,3,136,2,55000
30,1,1,192,5,70000
24,0,2,92,1,32000
31,1,3,31,7,90000
27,0,1,192,2,50000
35,1,4,140,10,110000
26,0,1,71,1,32000
32,1,3,192,6,80000
29,0,3,136,4,70000
25,1,2,192,2,45000
33,0,1,71,7,65000
27,1,3,192,2,50000
28,0,1,70,3,45000
34,1,4,31,9,95000
30,0,1,192,4,65000
26,1,1,70,2,38000
42,0,3,140,13,125000
34,1,3,192,8,90000
28,0,2,93,2,43000
31,1,1,71,5,60000
29,0,3,192,3,60000
35,1,4,140,10,110000
26,0,1,192,1,35000
32,1,3,31,6,95000
27,0,3,71,2,42000
39,1,3,136,11,100000
23,0,1,70,1,32000
30,1,1,192,4,65000
26,0,1,71,2,42000
42,1,4,31,14,130000
34,0,3,31,9,95000
28,1,2,91,2,43000
31,0,1,70,4,500
27,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
33,1,3,130,8,120000
29,0,1,95,3,55000
31,1,1,74,5,70000
38,0,4,162,12,140000
25,1,2,83,1,30000
32,0,3,169,7,100000
27,1,1,64,2,50000
29,0,1,74,3,55000
35,1,4,162,10,130000
26,0,1,88,1,45000
28,0,1,88,2,48000
36,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
34,1,3,130,9,125000
30,0,1,95,4,57000
32,1,1,74,6,72000
39,0,4,162,13,145000
26,1,2,83,2,31000
33,0,3,169,8,105000
28,1,1,64,3,52000
30,0,1,74,4,57000
36,1,4,162,11,135000
27,0,1,88,2,48000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
22,0,2,116,0,25000
45,1,1,42,21,250000
31,0,3,10,8,120000
28,1,1,24,4,80000
29,1,1,157,6,100000
35,0,4,34,12,170000
27,1,2,121,3,50000
33,0,1,97,9,140000
30,1,3,42,7,120000
25,0,1,97,2,55000
26,1,1,157,5,85000
29,0,3,10,4,80000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
25,0,1,97,3,65000
30,1,3,42,7,120000
28,0,4,34,6,105000
26,1,1,157,5,85000
28,0,3,97,7,110000
34,1,4,34,12,170000
31,1,1,117,9,140000
24,0,2,116,1,30000
29,1,1,24,6,95000
27,0,3,10,4,80000
33,1,4,117,10,155000
21,0,2,84,0,25000
36,1,1,119,11,160000
23,1,1,177,1,60000
39,0,3,97,12,150000
28,1,1,41,4,80000
31,0,4,115,8,120000
35,1,1,110,10,130000
27,0,1,46,2,50000
42,1,3,169,18,180000
29,0,1,25,3,60000
33,1,1,97,7,110000
24,0,2,116,0,25000
30,1,3,41,6,100000
26,0,1,174,3,55000
32,1,4,20,9,140000
22,0,2,112,0,25000
37,1,1,107,12,150000
38,0,3,96,14,170000
25,1,1,88,1,55000
29,0,1,95,4,65000
27,1,1,106,3,60000
34,0,4,114,10,150000
26,1,1,94,2,50000
31,0,3,42,7,120000
25,1,1,88,1,55000
29,0,1,95,4,65000
27,1,1,106,3,60000
34,0,4,114,10,150000
26,1,1,94,2,50000
31,0,3,42,7,120000
23,1,1,177,1,60000
39,0,3,97,12,150000
28,1,1,41,4,80000
31,0,4,115,8,120000
35,1,1,110,10,130000
27,0,1,46,2,50000
42,1,3,169,18,180000
29,0,1,25,3,60000
33,1,1,97,7,110000
24,0,2,116,0,25000
30,1,3,41,6,100000
26,0,1,174,3,55000
32,1,4,20,9,140000
22,0,2,112,0,25000
37,1,1,107,12,150000
38,0,3,96,14,170000
25,1,1,88,1,55000
29,0,1,95,4,65000
27,1,1,106,3,60000
34,0,4,114,10,150000
26,1,1,94,2,50000
31,0,3,42,7,120000
25,1,1,88,1,55000
29,0,1,95,4,65000
27,1,1,106,3,60000
34,0,4,114,10,150000
26,1,1,94,2,50000
31,0,3,42,7,120000
23,1,1,177,1,60000
39,0,3,97,12,150000
28,1,1,41,4,80000
31,0,4,115,8,120000
35,1,1,110,10,130000
27,0,1,46,2,50000
42,1,3,169,18,180000
29,0,1,25,3,60000
33,1,1,97,7,110000
24,0,2,116,0,25000
30,1,3,41,6,100000
26,0,1,174,3,55000
32,1,4,20,9,140000
22,0,2,112,0,25000
37,1,1,107,12,150000
38,0,3,96,14,170000
25,1,1,88,1,55000
29,0,1,95,4,65000
27,1,1,106,3,60000
34,0,4,114,10,150000
26,1,1,94,2,50000
31,0,3,42,7,120000
25,1,1,88,1,55000
29,0,1,95,4,65000
27,1,1,106,3,60000
34,0,4,114,10,150000
26,1,1,94,2,50000
31,0,3,42,7,120000
23,1,1,177,1,60000
39,0,3,97,12,150000
28,1,1,41,4,80000
31,0,4,115,8,120000
35,1,1,110,10,130000
27,0,1,46,2,50000
42,1,3,169,18,180000
29,0,1,25,3,60000
33,1,1,97,7,110000
24,0,2,116,0,25000
30,1,3,41,6,100000
26,0,1,174,3,55000
32,1,4,20,9,140000
22,0,2,112,0,25000
37,1,1,107,12,150000
38,0,3,96,14,170000
25,1,1,88,1,55000
29,0,1,95,4,65000
27,1,1,106,3,60000
34,0,4,114,10,150000
26,1,1,94,2,50000
31,0,3,42,7,120000
25,1,1,88,1,55000
29,0,1,95,4,65000
27,1,1,106,3,60000
34,0,4,114,10,150000
26,1,1,94,2,50000
31,0,3,42,7,120000
23,1,1,177,1,60000
39,0,3,97,12,150000
28,1,1,41,4,80000
31,0,4,115,8,120000
35,1,1,110,10,130000
27,0,1,46,2,50000
42,1,3,169,18,180000
29,0,1,25,3,60000
33,1,1,97,7,110000
24,0,2,116,0,25000
30,1,3,41,6,100000
26,0,1,172,2,140000
28,1,1,177,3,85000
36,0,3,96,11,160000
25,1,1,41,1,55000
29,0,4,20,5,100000
33,1,1,110,8,120000
27,0,1,46,2,50000
43,1,3,169,19,185000
30,0,1,25,4,65000
34,1,1,97,9,130000
25,0,2,116,0,25000
31,1,3,41,6,100000
27,0,1,174,3,55000
33,1,4,115,10,150000
23,0,2,112,0,25000
38,1,1,107,13,160000
39,0,3,97,14,170000
26,1,1,88,1,55000
30,0,1,95,4,65000
28,1,1,106,3,60000
35,0,4,114,11,160000
27,1,1,94,2,50000
32,0,3,42,8,120000
26,1,1,88,1,55000
30,0,1,95,4,65000
28,1,1,106,3,60000
35,0,4,114,11,160000
27,1,1,94,2,50000
32,0,3,42,8,120000
28,1,1,177,3,85000
36,0,3,96,11,160000
25,1,1,41,1,55000
29,0,4,20,5,100000
33,1,1,110,8,120000
27,0,1,46,2,50000
43,1,3,169,19,185000
30,0,1,25,4,65000
34,1,1,97,9,130000
25,0,2,116,0,25000
31,1,3,41,6,100000
27,0,1,174,3,55000
33,1,4,115,10,150000
23,0,2,112,0,25000
38,1,1,107,13,160000
39,0,3,97,14,170000
26,1,1,88,1,55000
30,0,1,95,4,65000
28,1,1,106,3,60000
35,0,4,114,11,160000
27,1,1,94,2,50000
32,0,3,42,8,120000
26,1,1,88,1,55000
30,0,1,95,4,65000
28,1,1,106,3,60000
35,0,4,114,11,160000
27,1,1,94,2,50000
32,0,3,42,8,120000
28,1,1,177,3,85000
36,0,3,96,11,160000
25,1,1,41,1,55000
29,0,4,20,5,100000
33,1,1,110,8,120000
27,0,1,46,2,50000
43,1,3,169,19,185000
30,0,1,25,4,65000
34,1,1,97,9,130000
25,0,2,116,0,25000
31,1,3,41,6,100000
27,0,1,174,3,55000
33,1,4,115,10,150000
23,0,2,112,0,25000
38,1,1,107,13,160000
39,0,3,97,14,170000
26,1,1,88,1,55000
30,0,1,95,4,65000
28,1,1,106,3,60000
35,0,4,114,11,160000
27,1,1,94,2,50000
32,0,3,42,8,120000
26,1,1,88,1,55000
30,0,1,95,4,65000
28,1,1,106,3,60000
35,0,4,114,11,160000
27,1,1,94,2,50000
32,0,3,42,8,120000
28,1,1,177,3,85000
36,0,3,96,11,160000
25,1,1,41,1,55000
29,0,4,20,5,100000
33,1,1,110,8,120000
27,0,1,46,2,50000
43,1,3,169,19,185000
30,0,1,25,4,65000
34,1,1,97,9,130000
25,0,2,116,0,25000
31,1,3,41,6,100000
27,0,1,174,3,55000
33,1,4,115,10,150000
23,0,2,112,0,25000
38,1,1,107,13,160000
39,0,3,97,14,170000
26,1,1,88,1,55000
30,0,1,95,4,65000
28,1,1,106,3,60000
35,0,4,114,11,160000
27,1,1,94,2,50000
32,0,3,42,8,120000
26,1,1,88,1,55000
30,0,1,95,4,65000
28,1,1,106,3,60000
35,0,4,114,11,160000
27,1,1,94,2,50000
32,0,3,42,8,120000
28,1,1,177,3,85000
36,0,3,96,11,160000
25,1,1,41,1,55000
29,0,4,20,5,100000
33,1,1,110,8,120000
27,0,1,46,2,50000
